FileName,FuncName and Var Id,M2R,Dual,M2R \ Dual,Dual\M2R,Comments
block_buffer_encoder.c,lzma2_bound-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
block_buffer_encoder.c,block_encode_normal-0,"set(['24', '6'])",set(['24']),set(['6']),set([]),subset
block_buffer_encoder.c,block_encode_normal-1,"set(['24', '20', '14', '17', '21'])","set(['20', '14', '17', '21'])",set(['24']),set([]),subset
block_buffer_encoder.c,block_encode_normal-2,"set(['24', '6'])","set(['24', '6'])",set([]),set([]),subset
block_buffer_encoder.c,block_encode_normal-3,"set(['24', '12'])","set(['24', '12'])",set([]),set([]),subset
block_buffer_encoder.c,lzma_block_buffer_encode-1,"set(['37', '28', '36', '35'])",set(['28']),"set(['37', '36', '35'])",set([]),subset
block_buffer_encoder.c,lzma_block_buffer_encode-0,"set(['27', '37', '36', '35', '23'])","set(['37', '36', '35'])","set(['27', '23'])",set([]),subset
block_buffer_encoder.c,lzma_block_buffer_encode-3,"set(['37', '36'])","set(['37', '36'])",set([]),set([]),subset
block_buffer_encoder.c,lzma_block_buffer_encode-2,"set(['27', '37', '36', '35', '23'])","set(['36', '35', '23'])","set(['27', '37'])",set([]),subset
hardware.c,hardware_memlimit_set-0,set(['2']),set(['2']),set([]),set([]),subset
filter_buffer_encoder.c,lzma_raw_buffer_encode-2,"set(['19', '10', '20'])","set(['19', '10'])",set(['20']),set([]),subset
filter_buffer_encoder.c,lzma_raw_buffer_encode-0,"set(['19', '10', '20'])","set(['19', '20'])",set(['10']),set([]),subset
filter_buffer_encoder.c,lzma_raw_buffer_encode-1,"set(['19', '18', '20', '17'])","set(['18', '17'])","set(['19', '20'])",set([]),subset
index_hash.c,lzma_index_hash_append-0,"set(['9', '17'])",set(['17']),set(['9']),set([]),subset
index_hash.c,lzma_index_hash_append-1,"set(['9', '17'])",set(['9']),set(['17']),set([]),subset
index_hash.c,lzma_index_hash_decode-0,"set(['27', '58', '62', '36', '35', '60', '61', '3'])","set(['61', '62', '27', '36', '35'])","set(['60', '3', '58'])",set([]),subset
index_hash.c,lzma_index_hash_decode-1,"set(['27', '58', '62', '36', '35', '60', '61', '3'])","set(['61', '27', '36', '35'])","set(['60', '62', '58', '3'])",set([]),subset
index_hash.c,lzma_index_hash_init-0,set(['5']),set(['5']),set([]),set([]),subset
index_hash.c,lzma_index_hash_init-1,"set(['5', '4'])","set(['5', '4'])",set([]),set([]),subset
index_hash.c,lzma_index_hash_decode-2,"set(['58', '62', '36', '60', '61', '3'])","set(['60', '61', '3', '36', '58'])",set(['62']),set([]),subset
sparc.c,sparc_code-2,set(['1']),set(['1']),set([]),set([]),subset
sparc.c,sparc_code-0,"set(['1', '9', '10'])",set(['9']),"set(['1', '10'])",set([]),subset
sparc.c,sparc_code-1,"set(['1', '10'])",{},"set(['1', '10'])",set([]),subset
easy_encoder.c,lzma_easy_encoder-0,set(['3']),set(['3']),set([]),set([]),subset
easy_encoder.c,lzma_easy_encoder-1,set(['3']),set(['3']),set([]),set([]),subset
block_decoder.c,lzma_block_decoder_init-0,set(['16']),set(['16']),set([]),set([]),subset
block_decoder.c,block_decode-1,"set(['10', '12', '28', '22', '30'])","set(['10', '30', '28'])","set(['12', '22'])",set([]),subset
block_decoder.c,lzma_block_decoder-1,"set(['10', '13', '5', '14'])","set(['10', '13', '5', '14'])",set([]),set([]),subset
block_decoder.c,update_size-1,set(['2']),set(['2']),set([]),set([]),subset
block_decoder.c,update_size-0,set(['6']),set(['6']),set([]),set([]),subset
block_decoder.c,lzma_block_decoder-0,"set(['10', '13', '5', '14'])","set(['10', '13', '14'])",set(['5']),set([]),subset
block_decoder.c,block_decode-0,"set(['10', '12', '28', '22', '30'])","set(['10', '30', '28'])","set(['12', '22'])",set([]),subset
stream_flags_decoder.c,lzma_stream_header_decode-0,"set(['8', '7'])","set(['8', '7'])",set([]),set([]),subset
stream_flags_decoder.c,lzma_stream_header_decode-1,"set(['8', '7'])",set(['7']),set(['8']),set([]),subset
stream_flags_decoder.c,lzma_stream_footer_decode-0,"set(['8', '7'])","set(['8', '7'])",set([]),set([]),subset
stream_flags_decoder.c,lzma_stream_footer_decode-1,"set(['8', '7'])",set(['7']),set(['8']),set([]),subset
stream_flags_decoder.c,stream_flags_decode-0,set(['4']),set(['4']),set([]),set([]),subset
index_decoder.c,lzma_index_decoder-1,"set(['10', '13', '5', '14'])","set(['10', '13', '5', '14'])",set([]),set([]),subset
index_decoder.c,lzma_index_decoder-0,"set(['10', '13', '5', '14'])","set(['10', '13', '14'])",set(['5']),set([]),subset
index_decoder.c,lzma_index_buffer_decode-2,"set(['10', '22', '23'])","set(['10', '22'])",set(['23']),set([]),subset
index_decoder.c,index_decoder_reset-1,set(['3']),set(['3']),set([]),set([]),subset
index_decoder.c,lzma_index_buffer_decode-0,"set(['10', '22', '23'])","set(['22', '23'])",set(['10']),set([]),subset
index_decoder.c,lzma_index_buffer_decode-1,"set(['20', '21', '22', '23'])","set(['20', '21'])","set(['22', '23'])",set([]),subset
index_decoder.c,index_decoder_reset-0,set(['3']),set(['3']),set([]),set([]),subset
index_decoder.c,index_decode-0,"set(['26', '49', '47', '31', '30', '50', '1'])","set(['26', '30', '31', '50'])","set(['1', '47', '49'])",set([]),subset
index_decoder.c,index_decoder_init-0,set(['13']),set(['13']),set([]),set([]),subset
index_decoder.c,index_decode-2,"set(['49', '47', '31', '50', '1', '9'])","set(['49', '47', '31', '50', '1', '9'])",set([]),set([]),subset
index_decoder.c,index_decode-1,"set(['26', '49', '47', '31', '30', '50', '1'])","set(['26', '30', '31', '50'])","set(['1', '47', '49'])",set([]),subset
index_decoder.c,index_decoder_memconfig-1,set(['5']),set(['5']),set([]),set([]),subset
index_decoder.c,index_decoder_memconfig-0,set(['5']),set(['5']),set([]),set([]),subset
message.c,message_strm-0,set(['11']),set(['11']),set([]),set([]),subset
message.c,message_filters_to_str-0,"set(['1', '26', '17', '16'])","set(['17', '16'])","set(['1', '26'])",set([]),subset
message.c,message_filters_to_str-1,"set(['1', '9', '26', '17'])","set(['9', '17'])","set(['1', '26'])",set([]),subset
message.c,message_filters_to_str-2,"set(['1', '26'])",set(['26']),set(['1']),set([]),subset
message.c,message_filters_to_str-3,set(['1']),set(['1']),set([]),set([]),subset
message.c,message_mem_needed-0,"set(['9', '8'])",set(['8']),set(['9']),set([]),subset
message.c,message_mem_needed-1,set(['9']),set(['9']),set([]),set([]),subset
lz_encoder_mf.c,hc_find_func-1,"set(['1', '10', '21', '22', '23'])",set(['10']),"set(['1', '21', '22', '23'])",set([]),subset
lz_encoder_mf.c,hc_find_func-0,"set(['1', '19', '21', '22', '23'])","set(['19', '21', '22', '23'])",set(['1']),set([]),subset
lz_encoder_mf.c,hc_find_func-3,"set(['21', '22', '23', '19', '18', '1'])","set(['21', '22', '23', '19', '18', '1'])",set([]),set([]),subset
lz_encoder_mf.c,hc_find_func-2,"set(['1', '19', '21', '22', '23'])","set(['19', '21', '22', '23'])",set(['1']),set([]),subset
lz_encoder_mf.c,hc_find_func-5,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,hc_find_func-4,"set(['1', '23'])","set(['1', '23'])",set([]),set([]),subset
lz_encoder_mf.c,hc_find_func-6,"set(['21', '22', '23', '19', '18', '1'])","set(['21', '22', '23', '19', '18', '1'])",set([]),set([]),subset
lz_encoder_mf.c,normalize-0,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_hc3_find-0,"set(['24', '23'])","set(['24', '23'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_hc3_find-1,"set(['19', '8', '24', '23'])","set(['19', '8', '23'])",set(['24']),set([]),subset
lz_encoder_mf.c,lzma_mf_hc3_find-2,"set(['19', '24', '23'])","set(['19', '23'])",set(['24']),set([]),subset
lz_encoder_mf.c,lzma_mf_hc3_find-3,"set(['24', '5'])","set(['24', '5'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_hc3_find-4,"set(['24', '23'])","set(['24', '23'])",set([]),set([]),subset
lz_encoder_mf.c,bt_find_func-5,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,bt_find_func-6,"set(['1', '25', '26', '27'])","set(['1', '25', '26', '27'])",set([]),set([]),subset
lz_encoder_mf.c,bt_find_func-7,"set(['1', '25', '26', '27'])","set(['1', '25', '26', '27'])",set([]),set([]),subset
lz_encoder_mf.c,bt_find_func-8,"set(['1', '25', '26', '27'])","set(['1', '25', '26', '27'])",set([]),set([]),subset
lz_encoder_mf.c,bt_find_func-9,"set(['1', '26', '27', '21', '22'])","set(['1', '26', '27', '21', '22'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt2_find-2,set(['11']),"set(['11', '10'])",set([]),set(['10']),not subset
lz_encoder_mf.c,lzma_mf_bt2_find-3,"set(['11', '6'])","set(['11', '6'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt2_find-0,set(['11']),set(['11']),set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt2_find-1,set(['11']),{},set(['11']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_skip-0,"set(['1', '11'])",set(['11']),set(['1']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt3_skip-2,"set(['1', '11', '7'])","set(['11', '7'])",set(['1']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_find-5,"set(['9', '32', '13', '33'])","set(['9', '32', '13'])",set(['33']),set([]),subset
lz_encoder_mf.c,lzma_mf_hc4_find-5,"set(['8', '31', '12', '32'])","set(['8', '31', '12'])",set(['32']),set([]),subset
lz_encoder_mf.c,lzma_mf_hc4_find-4,"set(['32', '31'])","set(['32', '31'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_hc4_find-1,"set(['25', '27', '14', '32', '31', '12', '8'])","set(['25', '27', '14', '31', '12', '8'])",set(['32']),set([]),subset
lz_encoder_mf.c,lzma_mf_hc4_find-0,"set(['32', '31'])","set(['32', '31'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_hc4_find-3,"set(['32', '5'])","set(['32', '5'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_hc4_find-2,"set(['32', '12'])",set(['12']),set(['32']),set([]),subset
lz_encoder_mf.c,bt_find_func-0,"set(['1', '26', '27'])","set(['26', '27'])",set(['1']),set([]),subset
lz_encoder_mf.c,bt_skip_func-0,"set(['1', '24', '13', '20', '25'])","set(['24', '13', '20'])","set(['1', '25'])",set([]),subset
lz_encoder_mf.c,bt_find_func-1,"set(['1', '13', '27', '26', '22'])","set(['13', '26', '22'])","set(['1', '27'])",set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_find-4,"set(['33', '32'])","set(['33', '32'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_find-0,"set(['33', '32'])","set(['33', '32'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_hc3_skip-0,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,bt_find_func-2,"set(['1', '26', '27'])","set(['26', '27'])",set(['1']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_find-2,"set(['33', '13'])",set(['13']),set(['33']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_find-1,"set(['13', '15', '33', '32', '28', '26', '9'])","set(['13', '15', '32', '28', '26', '9'])",set(['33']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt3_find-1,"set(['9', '24', '20', '25'])","set(['9', '24', '20'])",set(['25']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt2_skip-2,"set(['1', '11', '7'])","set(['11', '7'])",set(['1']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt3_find-3,"set(['25', '6'])","set(['25', '6'])",set([]),set([]),subset
lz_encoder_mf.c,bt_find_func-3,"set(['1', '25', '26', '27'])","set(['1', '25', '26', '27'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt3_find-4,"set(['24', '25'])","set(['24', '25'])",set([]),set([]),subset
lz_encoder_mf.c,bt_skip_func-1,"set(['1', '24', '25'])","set(['24', '25'])",set(['1']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_skip-1,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,bt_find_func-4,"set(['1', '25', '26', '27'])","set(['1', '25', '26', '27'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_find-3,"set(['33', '6'])","set(['33', '6'])",set([]),set([]),subset
lz_encoder_mf.c,bt_skip_func-2,"set(['1', '24', '25', '23'])","set(['1', '24', '25', '23'])",set([]),set([]),subset
lz_encoder_mf.c,bt_skip_func-3,"set(['1', '24', '25', '23'])","set(['1', '24', '25', '23'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt3_find-0,"set(['24', '25'])","set(['24', '25'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt4_skip-2,"set(['1', '11', '7'])","set(['11', '7'])",set(['1']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt3_skip-1,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt3_skip-0,"set(['1', '11'])",set(['11']),set(['1']),set([]),subset
lz_encoder_mf.c,bt_find_func-10,"set(['1', '26', '27', '21', '22'])","set(['1', '26', '27', '21', '22'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_bt3_find-2,"set(['24', '25', '20'])","set(['24', '20'])",set(['25']),set([]),subset
lz_encoder_mf.c,lzma_mf_hc4_skip-0,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_find-1,"set(['11', '10', '5'])","set(['11', '10', '5'])",set([]),set([]),subset
lz_encoder_mf.c,lzma_mf_find-0,"set(['11', '10', '4'])",set(['4']),"set(['11', '10'])",set([]),subset
lz_encoder_mf.c,lzma_mf_bt2_skip-0,"set(['1', '11'])",set(['11']),set(['1']),set([]),subset
lz_encoder_mf.c,lzma_mf_bt2_skip-1,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,bt_skip_func-4,set(['1']),set(['1']),set([]),set([]),subset
lz_encoder_mf.c,bt_skip_func-5,"set(['1', '24', '25', '23'])","set(['1', '24', '25', '23'])",set([]),set([]),subset
lz_encoder_mf.c,bt_skip_func-6,"set(['1', '24', '25', '23'])","set(['1', '24', '25', '23'])",set([]),set([]),subset
lz_encoder_mf.c,bt_skip_func-7,"set(['1', '24', '25', '23'])","set(['1', '24', '25', '23'])",set([]),set([]),subset
spec_mem_io.c,spec_mem_write-0,set(['15']),set(['15']),set([]),set([]),subset
spec_mem_io.c,spec_mem_alloc_fds-0,set(['7']),set(['7']),set([]),set([]),subset
spec_mem_io.c,spec_mem_alloc_fds-1,set(['7']),set(['7']),set([]),set([]),subset
spec_mem_io.c,spec_mem_fread-2,"set(['19', '14'])","set(['19', '14'])",set([]),set([]),subset
spec_mem_io.c,spec_mem_fread-1,set(['19']),set(['19']),set([]),set([]),subset
spec_mem_io.c,spec_mem_fread-0,set(['19']),set(['19']),set([]),set([]),subset
spec_mem_io.c,spec_mem_open-0,set(['15']),set(['15']),set([]),set([]),subset
spec_mem_io.c,spec_mem_open-1,set(['15']),set(['15']),set([]),set([]),subset
spec_mem_io.c,spec_mem_getc-1,set(['16']),set(['16']),set([]),set([]),subset
spec_mem_io.c,spec_mem_getc-0,set(['16']),set(['16']),set([]),set([]),subset
spec_mem_io.c,spec_mem_getc-2,set(['16']),set(['16']),set([]),set([]),subset
spec_mem_io.c,spec_mem_init-0,"set(['19', '15', '6'])",set(['15']),"set(['19', '6'])",set([]),subset
spec_mem_io.c,spec_mem_init-1,set(['6']),set(['6']),set([]),set([]),subset
spec_mem_io.c,spec_mem_close-0,set(['6']),set(['6']),set([]),set([]),subset
spec_mem_io.c,spec_mem_sum-0,"set(['10', '4', '7'])","set(['10', '4', '7'])",set([]),set([]),subset
spec_mem_io.c,spec_mem_sum-1,"set(['10', '4'])","set(['10', '4'])",set([]),set([]),subset
spec_mem_io.c,sum_str_to_hex-0,set(['3']),set(['3']),set([]),set([]),subset
spec_mem_io.c,hex_char_to_num-0,set(['3']),set(['3']),set([]),set([]),subset
spec_mem_io.c,compare_sum-2,"set(['12', '4'])",set(['4']),set(['12']),set([]),subset
spec_mem_io.c,compare_sum-1,"set(['10', '12'])",set(['10']),set(['12']),set([]),subset
spec_mem_io.c,compare_sum-0,"set(['10', '12'])",set(['12']),set(['10']),set([]),subset
spec_mem_io.c,spec_mem_lseek-1,set(['25']),set(['25']),set([]),set([]),subset
spec_mem_io.c,spec_mem_lseek-0,set(['25']),set(['25']),set([]),set([]),subset
spec_mem_io.c,spec_mem_lseek-2,set(['25']),set(['25']),set([]),set([]),subset
spec_mem_io.c,spec_mem_free_fds-0,"set(['12', '6'])",set(['6']),set(['12']),set([]),subset
spec_mem_io.c,spec_mem_fopen-1,set(['14']),set(['14']),set([]),set([]),subset
spec_mem_io.c,spec_mem_fopen-0,set(['14']),set(['14']),set([]),set([]),subset
spec_mem_io.c,print_sum-0,set(['1']),set(['1']),set([]),set([]),subset
spec_mem_io.c,spec_mem_read-2,"set(['19', '14'])","set(['19', '14'])",set([]),set([]),subset
spec_mem_io.c,spec_mem_read-0,set(['19']),set(['19']),set([]),set([]),subset
spec_mem_io.c,spec_mem_read-1,set(['19']),set(['19']),set([]),set([]),subset
spec_mem_io.c,spec_mem_get_length-0,set(['5']),set(['5']),set([]),set([]),subset
spec_mem_io.c,spec_mem_load-0,"set(['33', '30'])",set(['33']),set(['30']),set([]),subset
crc32_fast.c,lzma_crc32-2,"set(['9', '8', '2', '5'])","set(['9', '8', '2', '5'])",set([]),set([]),subset
crc32_fast.c,lzma_crc32-1,"set(['9', '8', '2'])","set(['9', '8', '2'])",set([]),set([]),subset
crc32_fast.c,lzma_crc32-0,"set(['9', '8', '2', '5'])","set(['9', '8', '2', '5'])",set([]),set([]),subset
easy_preset.c,lzma_easy_preset-0,set(['3']),set(['3']),set([]),set([]),subset
spec.c,main-6,set(['6']),set(['6']),set([]),set([]),subset
spec.c,main-7,set(['13']),set(['13']),set([]),set([]),subset
spec.c,main-4,set(['30']),set(['30']),set([]),set([]),subset
spec.c,main-5,"set(['30', '34'])","set(['30', '34'])",set([]),set([]),subset
spec.c,main-2,set(['11']),set(['11']),set([]),set([]),subset
spec.c,main-3,set(['30']),set(['30']),set([]),set([]),subset
spec.c,main-0,{},{},set([]),set([]),subset
spec.c,main-1,{},{},set([]),set([]),subset
spec.c,main-8,"set(['15', '17'])","set(['15', '17'])",set([]),set([]),subset
spec.c,main-9,set(['4']),set(['4']),set([]),set([]),subset
sha512.c,sha_done-0,set(['9']),set(['9']),set([]),set([]),subset
sha512.c,sha_process-0,"set(['1', '8'])","set(['1', '8'])",set([]),set([]),subset
sha512.c,sha_process-1,"set(['1', '8'])","set(['1', '8'])",set([]),set([]),subset
sha512.c,load64-1,set(['1']),set(['1']),set([]),set([]),subset
sha512.c,load64-0,set(['1']),set(['1']),set([]),set([]),subset
sha512.c,store64-0,set(['1']),set(['1']),set([]),set([]),subset
sha512.c,sha_compress-0,set(['21']),set(['21']),set([]),set([]),subset
sha512.c,sha_compress-1,set(['16']),set(['16']),set([]),set([]),subset
sha512.c,sha_compress-2,set(['11']),set(['11']),set([]),set([]),subset
sha512.c,sha_compress-3,set(['6']),set(['6']),set([]),set([]),subset
sha512.c,sha_compress-4,set(['1']),set(['1']),set([]),set([]),subset
filter_common.c,validate_chain-1,"set(['13', '4', '22', '21'])","set(['13', '21'])","set(['4', '22'])",set([]),subset
filter_common.c,lzma_raw_coder_memusage-1,"set(['19', '20', '5'])","set(['19', '5'])",set(['20']),set([]),subset
filter_common.c,lzma_filters_copy-0,"set(['27', '28'])","set(['27', '28'])",set([]),set([]),subset
filter_common.c,lzma_filters_copy-1,"set(['27', '20', '23', '18', '28', '4'])","set(['18', '27'])","set(['28', '20', '4', '23'])",set([]),subset
filter_common.c,lzma_filters_copy-2,"set(['10', '27', '20', '23', '28', '4'])",set(['10']),"set(['28', '27', '20', '4', '23'])",set([]),subset
filter_common.c,lzma_filters_copy-3,"set(['24', '27', '28', '4'])","set(['24', '27', '4'])",set(['28']),set([]),subset
filter_common.c,lzma_filters_copy-4,"set(['27', '20', '23', '18', '28', '4'])","set(['18', '27', '23'])","set(['28', '20', '4'])",set([]),subset
filter_common.c,lzma_raw_coder_memusage-0,"set(['12', '15', '14', '19', '3', '5', '20'])","set(['12', '15', '14', '19', '5', '20'])",set(['3']),set([]),subset
filter_common.c,lzma_raw_coder_memusage-3,"set(['12', '15', '14', '19', '3', '5', '20'])","set(['12', '15', '14', '19', '3', '5', '20'])",set([]),set([]),subset
filter_common.c,validate_chain-6,"set(['4', '22', '21'])","set(['4', '21'])",set(['22']),set([]),subset
filter_common.c,validate_chain-5,"set(['13', '4', '22'])","set(['13', '4'])",set(['22']),set([]),subset
filter_common.c,validate_chain-0,"set(['13', '4', '22', '21'])","set(['13', '21', '22'])",set(['4']),set([]),subset
filter_common.c,lzma_raw_coder_init-0,"set(['27', '15', '21', '18', '30', '36', '35', '4', '32', '9'])","set(['27', '15', '21', '18', '30', '36', '35', '32', '9'])",set(['4']),set([]),subset
filter_common.c,lzma_raw_coder_init-1,"set(['32', '21', '35', '36'])",set(['21']),"set(['32', '36', '35'])",set([]),subset
filter_common.c,lzma_raw_coder_init-2,"set(['9', '32', '36', '35'])",set(['9']),"set(['32', '36', '35'])",set([]),subset
filter_common.c,lzma_raw_coder_init-3,"set(['27', '15', '21', '18', '30', '36', '35', '4', '32', '9'])","set(['27', '15', '21', '18', '30', '36', '35', '4', '32', '9'])",set([]),set([]),subset
filter_common.c,validate_chain-3,"set(['13', '4', '22'])","set(['13', '4'])",set(['22']),set([]),subset
filter_common.c,validate_chain-4,"set(['13', '4', '22'])","set(['13', '4'])",set(['22']),set([]),subset
filter_common.c,lzma_raw_coder_memusage-2,"set(['15', '12', '5', '14', '20'])","set(['15', '12', '5', '14'])",set(['20']),set([]),subset
filter_common.c,validate_chain-2,"set(['5', '4', '22'])",set(['5']),"set(['4', '22'])",set([]),subset
lz_decoder.c,lzma_lz_decoder_init-0,"set(['8', '26', '27'])","set(['26', '27'])",set(['8']),set([]),subset
lz_decoder.c,lzma_lz_decoder_init-1,"set(['8', '26', '27'])","set(['8', '26'])",set(['27']),set([]),subset
lz_decoder.c,decode_buffer-1,"set(['1', '18'])",set(['18']),set(['1']),set([]),subset
lz_decoder.c,decode_buffer-0,"set(['1', '18'])",set(['18']),set(['1']),set([]),subset
lz_decoder.c,lz_decode-1,"set(['31', '3', '15', '13', '34'])","set(['13', '15', '31', '34'])",set(['3']),set([]),subset
lz_decoder.c,lz_decode-0,"set(['31', '3', '15', '13', '34'])","set(['13', '15', '31', '34'])",set(['3']),set([]),subset
spec_xz.c,init_decoder-2,"set(['13', '12'])",set(['12']),set(['13']),set([]),subset
spec_xz.c,init_decoder-0,set(['13']),set(['13']),set([]),set([]),subset
spec_xz.c,init_decoder-1,set(['13']),set(['13']),set([]),set([]),subset
spec_xz.c,init_encoder-2,set(['2']),set(['2']),set([]),set([]),subset
spec_xz.c,init_encoder-4,set(['4']),set(['4']),set([]),set([]),subset
spec_xz.c,compressStream-0,"set(['25', '3', '27', '22', '23'])",set(['22']),"set(['25', '3', '27', '23'])",set([]),subset
spec_xz.c,uncompressStream-0,"set(['25', '3', '30', '28', '26'])",set(['25']),"set(['3', '30', '28', '26'])",set([]),subset
spec_xz.c,init_encoder-3,"set(['13', '12', '17', '16'])","set(['12', '16'])","set(['13', '17'])",set([]),subset
spec_xz.c,init_encoder-0,set(['17']),set(['17']),set([]),set([]),subset
spec_xz.c,init_encoder-1,set(['17']),set(['17']),set([]),set([]),subset
spec_xz.c,uncompressStream-1,"set(['26', '14', '16', '30', '28', '3'])","set(['26', '30', '28', '14', '16'])",set(['3']),set([]),subset
spec_xz.c,uncompressStream-2,"set(['9', '8', '3', '30'])","set(['9', '8', '3', '30'])",set([]),set([]),subset
spec_xz.c,compressStream-2,"set(['9', '8', '3', '27'])","set(['9', '8', '3', '27'])",set([]),set([]),subset
spec_xz.c,compressStream-1,"set(['25', '27', '14', '23', '16', '3'])","set(['25', '27', '23', '14', '16'])",set(['3']),set([]),subset
filter_flags_encoder.c,lzma_filter_flags_size-0,"set(['9', '6'])",set(['9']),set(['6']),set([]),subset
filter_flags_encoder.c,lzma_filter_flags_size-1,"set(['9', '6'])",set(['6']),set(['9']),set([]),subset
filter_flags_encoder.c,lzma_filter_flags_encode-1,"set(['12', '19', '32', '28', '33', '6'])","set(['12', '19', '32', '28', '33', '6'])",set([]),set([]),subset
filter_flags_encoder.c,lzma_filter_flags_encode-0,"set(['12', '19', '32', '28', '33', '6'])","set(['19', '32', '12', '28', '33'])",set(['6']),set([]),subset
stream_encoder.c,lzma_stream_encoder_init-0,"set(['20', '21', '16'])","set(['20', '21'])",set(['16']),set([]),subset
stream_encoder.c,lzma_stream_encoder_init-1,"set(['20', '21', '16'])","set(['20', '16'])",set(['21']),set([]),subset
stream_encoder.c,lzma_stream_encoder-0,"set(['10', '13', '5', '14'])","set(['10', '13', '14'])",set(['5']),set([]),subset
stream_encoder.c,lzma_stream_encoder-1,"set(['10', '13', '5', '14'])","set(['10', '13', '5', '14'])",set([]),set([]),subset
stream_encoder.c,stream_encode-1,"set(['24', '38', '15', '49', '28', '42', '43', '50', '1', '54', '52'])","set(['24', '38', '15', '49', '42', '28', '43', '50', '54', '52'])",set(['1']),set([]),subset
stream_encoder.c,stream_encode-0,"set(['24', '38', '15', '49', '54', '28', '43', '50', '1', '52'])","set(['24', '38', '15', '49', '54', '28', '43', '50', '52'])",set(['1']),set([]),subset
stream_encoder.c,stream_encoder_update-1,"set(['18', '23'])",set(['18']),set(['23']),set([]),subset
stream_encoder.c,stream_encoder_update-0,"set(['11', '4', '17', '23'])","set(['17', '23'])","set(['11', '4'])",set([]),subset
stream_encoder.c,stream_encoder_end-0,set(['1']),set(['1']),set([]),set([]),subset
stream_encoder.c,stream_encoder_update-2,"set(['11', '4', '17', '23'])","set(['11', '4', '17', '23'])",set([]),set([]),subset
stream_encoder.c,block_encoder_init-0,"set(['8', '4'])",set(['8']),set(['4']),set([]),subset
stream_encoder.c,block_encoder_init-1,"set(['8', '4'])","set(['8', '4'])",set([]),set([]),subset
delta_decoder.c,lzma_delta_props_decode-1,"set(['5', '6'])",set(['5']),set(['6']),set([]),subset
delta_decoder.c,lzma_delta_props_decode-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
delta_decoder.c,decode_buffer-0,set(['1']),set(['1']),set([]),set([]),subset
stream_buffer_decoder.c,lzma_stream_buffer_decode-1,"set(['24', '18', '25', '22', '23'])","set(['24', '18', '22', '23'])",set(['25']),set([]),subset
stream_buffer_decoder.c,lzma_stream_buffer_decode-0,set(['25']),set(['25']),set([]),set([]),subset
block_header_decoder.c,free_properties-0,set(['1']),set(['1']),set([]),set([]),subset
block_header_decoder.c,lzma_block_header_decode-2,"set(['24', '17', '43', '51', '29', '35', '34', '40', '52', '53', '50'])","set(['52', '17', '51', '43', '35', '29', '40', '34', '50'])","set(['24', '53'])",set([]),subset
block_header_decoder.c,lzma_block_header_decode-3,set(['1']),set(['1']),set([]),set([]),subset
block_header_decoder.c,lzma_block_header_decode-0,"set(['24', '17', '43', '51', '29', '35', '34', '40', '52', '53', '50'])","set(['52', '53', '51', '50', '40', '43', '35', '34', '29'])","set(['24', '17'])",set([]),subset
block_header_decoder.c,lzma_block_header_decode-1,"set(['51', '53', '35', '52'])",set(['35']),"set(['51', '53', '52'])",set([]),subset
FinalResults,Total,2173,1572,602,****
